durationThm_1_e3_389_e5_5.smv,Valid,0.04,0.02
durationThm_1_e3_389.smv,Valid,0.04,0.02
durationThm_1_e7_217_e1_89.smv,Invalid,0.04,0.02
durationThm_1_e7_217_e2_352.smv,Valid,0.05,0.03
durationThm_1_e7_217_e3_132.smv,Valid,0.05,0.03
durationThm_1_e7_217_e7_31.smv,Invalid,0.04,0.02
durationThm_1_e7_217.smv,Invalid,0.05,0.02
durationThm_1.smv,Valid,0.12,0.10
durationThm_2_e1_301.smv,Valid,0.40,0.39
durationThm_2_e2_63.smv,Valid,0.04,0.02
durationThm_2_e3_329_e4_1.smv,Valid,0.04,0.02
durationThm_2_e3_329_e5_124.smv,Valid,0.04,0.02
durationThm_2_e3_99.smv,Valid,0.04,0.02
durationThm_2_e7_145_e1_343.smv,Invalid,0.05,0.02
durationThm_2_e7_145_e2_169.smv,Valid,0.04,0.02
durationThm_2_e7_145_e3_222.smv,Valid,0.06,0.04
durationThm_2_e7_145_e7_154.smv,Invalid,0.04,0.02
durationThm_2_e7_145_e8_73.smv,Valid,0.10,0.08
durationThm_2_e7_149.smv,Invalid,0.04,0.02
durationThm_2.smv,Valid,0.10,0.07
durationThm_3_e1_36.smv,Invalid,0.05,0.03
durationThm_3_e2_63.smv,Valid,0.04,0.02
durationThm_3_e3_207.smv,Valid,0.04,0.02
durationThm_3_e3_442_e4_165.smv,Valid,0.04,0.02
durationThm_3_e3_442_e5_260.smv,Valid,0.04,0.02
durationThm_3_e7_334_e1_431.smv,Invalid,0.05,0.03
durationThm_3_e7_334_e2_62.smv,Valid,0.04,0.02
durationThm_3_e7_334_e3_42.smv,Valid,0.04,0.02
durationThm_3_e7_334_e7_118.smv,Invalid,0.04,0.02
durationThm_3_e7_334.smv,Invalid,0.05,0.04
durationThm_3.smv,Valid,0.11,0.09
ex3.smv,Valid,0.06,0.04
ex8_e7_74_e7_740.smv,Invalid,0.04,0.02
ex8_e7_74_e8_302.smv,Invalid,0.05,0.02
ex8_e7_74.smv,Invalid,0.05,0.03
ex8_e8_220_e7_249.smv,Invalid,0.05,0.03
ex8_e8_220.smv,Invalid,0.05,0.02
ex8.smv,Invalid,0.05,0.03
fast_1_e7_2044_e7_1287.smv,Invalid,0.05,0.03
fast_1_e7_2044.smv,Invalid,0.05,0.03
fast_1_e8_747_e7_692.smv,Invalid,0.05,0.03
fast_1_e8_747_e8_1041.smv,Valid,0.05,0.03
fast_1_e8_751.smv,Valid,0.05,0.03
fast_1.smv,Valid,0.05,0.03
fast_2_e7_2526_e7_2736.smv,Invalid,0.05,0.03
fast_2_e7_2526.smv,Invalid,0.05,0.03
fast_2_e8_460_e7_43.smv,Invalid,0.05,0.03
fast_2_e8_460_e8_1920.smv,Valid,0.06,0.04
fast_2_e8_976.smv,Valid,0.06,0.04
fast_2.smv,Valid,0.06,0.04
FCS__1.smv,Valid,0.15,0.13
FCS__2.smv,Valid,2.51,2.49
FCS__3.smv,Invalid,13.96,13.93
FCS.smv:2:1:0:16.58,16.55
FIREFLY_10_e7_919_e2_3192.smv,Valid,0.07,0.06
FIREFLY_10.smv,Valid,0.08,0.06
FIREFLY_11_e1_3457.smv,Valid,0.45,0.43
FIREFLY_11_e3_2076_e1_1270.smv,Valid,0.49,0.47
FIREFLY_11.smv,Valid,0.40,0.38
FIREFLY_1_e1_1092_e1_1486.smv,Invalid,0.22,0.20
FIREFLY_1_e1_1092_e2_1853.smv,Valid,0.08,0.06
FIREFLY_1_e1_1092_e3_389.smv,Invalid,0.22,0.19
FIREFLY_1_e1_1092_e7_1119.smv,Invalid,0.07,0.05
FIREFLY_1_e1_1092.smv,Invalid,0.20,0.18
FIREFLY_1.smv,Valid,0.08,0.06
FIREFLY_2_e3_151_e3_1540.smv,Invalid,0.18,0.16
FIREFLY_2.smv,Valid,0.14,0.12
FIREFLY_3_e2_2236_e1_2305.smv,Valid,0.12,0.09
FIREFLY_3_e2_2236_e2_1058.smv,Valid,0.12,0.10
